kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;subcategorie_nederland;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;type;vervaldatum_apk;maximum_massa_trekken_ongeremd;vervaldatum_tachograaf;vervaldatum_apk_dt;vervaldatum_tachograaf_dt;oplegger_geremd;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;aantal_staanplaatsen;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;maximum_trekken_massa_geremd;hoogte_voertuig_minimum;hoogte_voertuig_maximum;gem_lading_wrde;verticale_belasting_koppelpunt_getrokken_voertuig;aerodyn_voorz;verl_cab_ind;massa_alt_aandr;type_gasinstallatie;bruto_bpm;zuinigheidsclassificatie;catalogusprijs
00BRT1;Bedrijfsauto;VOLVO;FH;;opleggertrekker;N.v.t.;N.v.t.;6;7960;8060;20161028;20210702;Geen verstrekking in Open Data;Nee;2;4;N3;r. balk by vooras;0.04;380;Ja;Nee;Nee;;Niet geregistreerd;NG;Nee;;2016-10-28T00:00:00.000;2021-07-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;457;599;255;19000;0;44000;;2;12777;19000;;;;VTA3T;20220714;750;20230714;2022-07-14T00:00:00.000;2023-07-14T00:00:00.000;35940;e11*2007/46*3086*02;C3FHA1;N5RR3L67511XX3MNYUUA;0;0.00;;90;400;;;;;;;;;;;;;;
00BRT3;Bedrijfsauto;VOLVO;FH;20210709;opleggertrekker;N.v.t.;N.v.t.;6;7888;7988;20210709;20210709;Geen verstrekking in Open Data;Ja;2;8;N3;;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-07-09T00:00:00.000;2021-07-09T00:00:00.000;2021-07-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;447;621;252;23500;0;50000;;2;12777;23500;;;;VTG3T;20230709;750;20230825;2023-07-09T00:00:00.000;2023-08-25T00:00:00.000;42012;e5*2007/46*1016*08;C3FHA2;N5RR3R67516453HKYBUA;0;0.00;;90;345;;;;;;13.84200;15512;;;;;;;
00BRT5;Bedrijfsauto;VOLVO;FM;20210712;opleggertrekker;N.v.t.;N.v.t.;6;7454;7554;20210712;20210712;Geen verstrekking in Open Data;Ja;2;6;N3;;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-07-12T00:00:00.000;2021-07-12T00:00:00.000;2021-07-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;447;599;254;21000;0;50000;;2;12777;19500;;;;VTA3T;20230715;750;20230803;2023-07-15T00:00:00.000;2023-08-03T00:00:00.000;42446;e5*2007/46*1013*08;C3FMA1;N5RR3A68013XX3HNYUUA;0;0.00;;90;;;;;362;400;13.84200;13446;;;;;;;
00BRT8;Bedrijfsauto;VOLVO;FM;20220309;opleggertrekker;N.v.t.;N.v.t.;6;7161;7261;20210810;20210810;Geen verstrekking in Open Data;Ja;2;6;N3;;0.04;370;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2022-03-09T00:00:00.000;2021-08-10T00:00:00.000;2021-08-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;444;589;250;20500;0;50000;;2;10837;19000;;;;VTA3T;20230810;750;20240321;2023-08-10T00:00:00.000;2024-03-21T00:00:00.000;42739;e5*2007/46*1013*08;C1FMA1;N5RR1L67513XX3HNYUUC;0;0.00;;90;;;;;360;400;13.84200;13239;;;;;;;
00BRV4;Bedrijfsauto;VOLVO;FH;;opleggertrekker;N.v.t.;N.v.t.;6;7960;8060;20161028;20210726;Geen verstrekking in Open Data;Nee;2;4;N3;r. balk by vooras;0.04;380;Ja;Nee;Nee;;Niet geregistreerd;NG;Nee;;2016-10-28T00:00:00.000;2021-07-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;456;599;255;19000;0;44000;;2;12777;19000;;;;VTA3T;20220823;750;20220529;2022-08-23T00:00:00.000;2022-05-29T00:00:00.000;35940;e11*2007/46*3086*02;C3FHA1;N5RR3L67511XX3MNYUUA;0;0.00;;90;;;;;;;;;;;;;;;
00BRX3;Bedrijfsauto;VOLVO;FH;20210830;opleggertrekker;N.v.t.;N.v.t.;6;7577;7677;20210830;20210830;Geen verstrekking in Open Data;Ja;2;6;N3;;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-08-30T00:00:00.000;2021-08-30T00:00:00.000;2021-08-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;459;599;254;21000;0;50000;;2;12777;19500;;;;VTA3T;20230830;750;20230831;2023-08-30T00:00:00.000;2023-08-31T00:00:00.000;42323;e5*2007/46*1013*08;C3FHA1;N5RR3R68013XX3HNYUUC;0;0.00;;90;;;;;391;400;13.84200;13323;;;;;;;
00BRX7;Bedrijfsauto;VOLVO;FL;20210831;neerklapbare zijschotten;N.v.t.;N.v.t.;4;6242;6342;20210831;20210831;Geen verstrekking in Open Data;Ja;2;4;N3;;0.03;470;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-08-31T00:00:00.000;2021-08-31T00:00:00.000;2021-08-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;831;851;244;14000;;24000;;2;5132;14000;7758;10000;10000;FLB3C;20230831;750;20230907;2023-08-31T00:00:00.000;2023-09-07T00:00:00.000;;;;;;;;90;;;;;;;;;;;;;;;
00BSB2;Bedrijfsauto;VOLVO;FM;20230307;opleggertrekker;N.v.t.;N.v.t.;6;7110;7210;20211123;20211123;Geen verstrekking in Open Data;Ja;2;6;N3;;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2023-03-07T00:00:00.000;2021-11-23T00:00:00.000;2021-11-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;449;599;254;21000;0;50000;;2;10837;19500;;;;VTA3T;20231125;750;20231109;2023-11-25T00:00:00.000;2023-11-09T00:00:00.000;42790;e5*2007/46*1013*09;C1FMA1;N5RR1N68013XX3H5TUUA;0;0.00;;90;;20211125;2021-11-25T00:00:00.000;;;;13.84200;;;;;;;;
00BSB4;Bedrijfsauto;VOLVO;FM;20211116;opleggertrekker;N.v.t.;N.v.t.;6;7631;7731;20111011;20211116;Geen verstrekking in Open Data;Ja;;6;N3;;0.04;372;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-11-16T00:00:00.000;2011-10-11T00:00:00.000;2021-11-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;485;590;255;19000;;50000;;2;12777;19000;;;;FMD;20231112;;20231112;2023-11-12T00:00:00.000;2023-11-12T00:00:00.000;42269;;;;;;;;;;;;;;;;;;;;;;
00BSF6;Bedrijfsauto;VOLVO;FL;20211027;gecond. met temperatuurreg.;N.v.t.;N.v.t.;4;8037;8137;20211027;20211027;Geen verstrekking in Open Data;Ja;2;4;N3;;0.02;470;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-10-27T00:00:00.000;2021-10-27T00:00:00.000;2021-10-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;850;860;260;16000;;16000;;3;5132;16000;7963;7863;7863;FLB3C;20231027;750;20231111;2023-10-27T00:00:00.000;2023-11-11T00:00:00.000;;;;;;;;90;;20211027;2021-10-27T00:00:00.000;;;;;;;;;;;;
00BSG1;Bedrijfsauto;VOLVO;FM;20211216;opleggertrekker;N.v.t.;N.v.t.;6;7011;7111;20211216;20211216;Geen verstrekking in Open Data;Ja;2;6;N3;;0.04;370;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-12-16T00:00:00.000;2021-12-16T00:00:00.000;2021-12-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;464;589;250;21000;0;50000;;2;10837;19000;;;;VTA3T;20231216;750;20231109;2023-12-16T00:00:00.000;2023-11-09T00:00:00.000;42521;e5*2007/46*1013*09;C1FMA1;N5RR1L68013XX3HNYUUC;0;0.00;;90;;20211104;2021-11-04T00:00:00.000;;348;400;13.84200;13889;N;N;;;;;
00BSG3;Bedrijfsauto;VOLVO;FM;20211118;opleggertrekker;N.v.t.;N.v.t.;6;7379;7479;20211118;20211118;Geen verstrekking in Open Data;Ja;2;6;N3;;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-11-18T00:00:00.000;2021-11-18T00:00:00.000;2021-11-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;459;599;250;20500;0;50000;;2;12777;19000;;;;VTA3T;20231118;750;20231119;2023-11-18T00:00:00.000;2023-11-19T00:00:00.000;42521;e5*2007/46*1013*09;C3FMA1;N5RR3A67513XX3H5TUUC;0;0.00;;90;;20211109;2021-11-09T00:00:00.000;;360;400;13.84200;13021;N;N;;;;;
00BSG5;Bedrijfsauto;VOLVO;FH;20211115;opleggertrekker;N.v.t.;N.v.t.;6;7653;7753;20211115;20211115;Geen verstrekking in Open Data;Ja;2;6;N3;;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-11-15T00:00:00.000;2021-11-15T00:00:00.000;2021-11-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;454;599;252;21000;0;50000;;2;12777;19500;;;;VTA3T;20231115;750;20231201;2023-11-15T00:00:00.000;2023-12-01T00:00:00.000;42247;e5*2007/46*1013*09;C3FHA1;N5RR3R68013XX3H5TUUA;0;0.00;;90;;20211112;2021-11-12T00:00:00.000;;396;400;13.84200;13247;N;N;;;;;
00BSG6;Bedrijfsauto;VOLVO;FH;20211201;opleggertrekker;N.v.t.;N.v.t.;6;7630;7730;20211201;20211201;Geen verstrekking in Open Data;Ja;2;6;N3;;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;2021-12-01T00:00:00.000;2021-12-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;454;599;254;20100;0;50000;;2;12777;18600;;;;VTA3T;20231201;750;20231203;2023-12-01T00:00:00.000;2023-12-03T00:00:00.000;42270;e5*2007/46*1013*09;C3FHA1;N5HR3R67113XX3HNYBUA;0;0.00;;90;;20211115;2021-11-15T00:00:00.000;;391;400;13.84200;12370;N;N;;;;;
00BSH1;Bedrijfsauto;VOLVO;FH;20211124;opleggertrekker;N.v.t.;N.v.t.;6;8412;8512;20211124;20211124;Geen verstrekking in Open Data;Ja;2;6;N3;;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-11-24T00:00:00.000;2021-11-24T00:00:00.000;2021-11-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;449;621;254;21000;0;50000;;2;12777;19500;;;;VTA3T;20231124;750;20231208;2023-11-24T00:00:00.000;2023-12-08T00:00:00.000;41488;e5*2007/46*1013*09;C3FHA1;N5RR3R68013XX3H5TUUC;0;0.00;;90;;20211123;2021-11-23T00:00:00.000;;396;400;13.84200;12488;N;N;;;;;
00BSH5;Bedrijfsauto;VOLVO;FH;20211202;gecond. met temperatuurreg.;N.v.t.;N.v.t.;6;13799;13899;20211202;20211202;Geen verstrekking in Open Data;Ja;2;8;N3;;0.03;677;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-12-02T00:00:00.000;2021-12-02T00:00:00.000;2021-12-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;926;1057;260;31000;;50000;;2;12777;28000;14201;36101;24000;VTJ3R;20231202;750;20231214;2023-12-02T00:00:00.000;2023-12-14T00:00:00.000;;;;;;;;90;400;20211202;2021-12-02T00:00:00.000;;;;;;;;;;;;
00BSJ8;Bedrijfsauto;VOLVO;FL;20211229;gesloten opbouw;N.v.t.;N.v.t.;6;7053;7153;20140221;20211229;Geen verstrekking in Open Data;Ja;;6;N2;r. balk by vooras;0.03;470;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-12-29T00:00:00.000;2014-02-21T00:00:00.000;2021-12-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;800;810;255;12000;;14377;;2;7698;12000;4947;;2377;FLB2C;20240211;750;20231130;2024-02-11T00:00:00.000;2023-11-30T00:00:00.000;;;;;;;;90;349;20211223;2021-12-23T00:00:00.000;;;;;;;;;;;;
00BSK1;Bedrijfsauto;VOLVO;FL;20220221;gesloten opbouw;N.v.t.;N.v.t.;6;7595;7695;20220106;20220106;Geen verstrekking in Open Data;Ja;2;4;N2;;0.02;560;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2022-02-21T00:00:00.000;2022-01-06T00:00:00.000;2022-01-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;983;255;12000;;;;2;7698;11990;4395;;;FLB2C;20240106;;20240107;2024-01-06T00:00:00.000;2024-01-07T00:00:00.000;;;;;;;;90;360;20211224;2021-12-24T00:00:00.000;;;;;;;;;;;;
00BSL4;Bedrijfsauto;VOLVO;FH;20220203;opleggertrekker;N.v.t.;N.v.t.;6;8848;8948;20220203;20220203;Geen verstrekking in Open Data;Ja;2;8;N3;;0.04;410;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2022-02-03T00:00:00.000;2022-02-03T00:00:00.000;2022-02-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;464;651;254;27000;0;50000;;2;12777;27000;;;;VTG3T;20240203;750;20240203;2024-02-03T00:00:00.000;2024-02-03T00:00:00.000;41052;e5*2007/46*1016*10;C3FHA3;N5RR3S68019753H5TUUA;0;0.00;;90;;20220120;2022-01-20T00:00:00.000;;397;400;13.84200;18052;N;N;;;;;
00BSL6;Bedrijfsauto;VOLVO;FH;20220216;opleggertrekker;N.v.t.;N.v.t.;6;7923;8023;20220216;20220216;Geen verstrekking in Open Data;Ja;2;6;N3;;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2022-02-16T00:00:00.000;2022-02-16T00:00:00.000;2022-02-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;599;254;22000;0;50000;;2;12777;20500;;;;VTA3T;20240216;750;20240201;2024-02-16T00:00:00.000;2024-02-01T00:00:00.000;41977;e5*2007/46*1013*10;C3FHA1;N5RR3R69013XX3H5TUUC;0;0.00;;90;;20220124;2022-01-24T00:00:00.000;;392;400;13.84200;13977;N;N;;;;;
00BSL7;Bedrijfsauto;VOLVO;FM;20220126;afneembare bovenbouw;N.v.t.;N.v.t.;6;17220;17320;20220119;20220126;Geen verstrekking in Open Data;Ja;;12;N3;;0.02;725;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2022-01-26T00:00:00.000;2022-01-19T00:00:00.000;2022-01-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;960;975;255;53000;;50000;;2;12777;50000;32780;35200;21300;VTR3R;20240119;750;20240210;2024-01-19T00:00:00.000;2024-02-10T00:00:00.000;;;;;;;;90;;20220126;2022-01-26T00:00:00.000;;;;;;;;;;;;
00BSL9;Bedrijfsauto;VOLVO;FH;20230102;opleggertrekker;N.v.t.;N.v.t.;6;8128;8228;20220203;20220203;Geen verstrekking in Open Data;Ja;2;6;N3;;0.05;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2023-01-02T00:00:00.000;2022-02-03T00:00:00.000;2022-02-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;457;599;254;21000;0;50000;;2;12777;19500;;;;VTA3T;20240203;750;20240208;2024-02-03T00:00:00.000;2024-02-08T00:00:00.000;41772;e5*2007/46*1013*10;C3FHA1;N5RR3S68013XX3HNYUUC;0;0.00;;90;;20220131;2022-01-31T00:00:00.000;;396;400;13.84200;12772;N;N;;;;;
00BSN1;Bedrijfsauto;VOLVO;FH;20220314;opleggertrekker;N.v.t.;N.v.t.;6;9059;9159;20220314;20220314;Geen verstrekking in Open Data;Ja;2;8;N3;;0.04;410;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2022-03-14T00:00:00.000;2022-03-14T00:00:00.000;2022-03-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;457;651;254;27000;0;50000;;2;12777;27000;;;;VTG3T;20240314;750;20240315;2024-03-14T00:00:00.000;2024-03-15T00:00:00.000;40841;e5*2007/46*1016*10;C3FHA3;N6RR3S68019753HNYUUA;0;0.00;;90;;20220201;2022-02-01T00:00:00.000;;392;400;13.84200;17841;N;N;;;;;
00BSN2;Bedrijfsauto;VOLVO;FH;20220215;opleggertrekker;N.v.t.;N.v.t.;6;8183;8283;20220215;20220215;Geen verstrekking in Open Data;Ja;2;6;N3;;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2022-02-15T00:00:00.000;2022-02-15T00:00:00.000;2022-02-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;459;599;254;21000;0;50000;;2;12777;19500;;;;VTA3T;20240215;750;20240215;2024-02-15T00:00:00.000;2024-02-15T00:00:00.000;41717;e5*2007/46*1013*10;C3FHA1;N5RR3R68013XX3HNYUUA;0;0.00;;90;;20220203;2022-02-03T00:00:00.000;;396;400;13.84200;12717;N;N;;;;;
00BSN3;Bedrijfsauto;VOLVO;FH;20220215;opleggertrekker;N.v.t.;N.v.t.;6;7156;7256;20220215;20220215;Geen verstrekking in Open Data;Ja;2;6;N3;;0.05;370;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2022-02-15T00:00:00.000;2022-02-15T00:00:00.000;2022-02-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;449;589;252;19500;0;50000;;2;12777;19000;;;;VTA3T;20240215;750;20240310;2024-02-15T00:00:00.000;2024-03-10T00:00:00.000;42744;e5*2007/46*1013*10;C3FHA1;N5HL3B675L0XX3HNYBUA;0;0.00;;90;373;20220204;2022-02-04T00:00:00.000;;;;13.84200;12244;N;N;;;;;
00BSN6;Bedrijfsauto;VOLVO;FM;20220210;voertuig met haakarm;N.v.t.;N.v.t.;6;16410;16510;20170630;20211206;Geen verstrekking in Open Data;Ja;;8;N3;r. balk by vooras;0.02;691;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2022-02-10T00:00:00.000;2017-06-30T00:00:00.000;2021-12-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;962;255;46000;;;;2;12777;43000;26590;;;VTU3R;20240209;;20250126;2024-02-09T00:00:00.000;2025-01-26T00:00:00.000;;;;;;;;90;;20220209;2022-02-09T00:00:00.000;;;;;;;;;;;;
00BSN9;Bedrijfsauto;VOLVO;FH;20220301;opleggertrekker;N.v.t.;N.v.t.;6;8834;8934;20220301;20220301;Geen verstrekking in Open Data;Ja;2;8;N3;;0.04;410;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2022-03-01T00:00:00.000;2022-03-01T00:00:00.000;2022-03-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;469;651;254;27000;0;50000;;2;12777;27000;;;;VTG3T;20240301;750;20240301;2024-03-01T00:00:00.000;2024-03-01T00:00:00.000;41066;e5*2007/46*1016*10;C3FHA3;N5RR3B68019753H5TUUA;0;0.00;;90;;20220215;2022-02-15T00:00:00.000;;397;400;13.84200;18066;N;N;;;;;
00BSP1;Bedrijfsauto;VOLVO;FM 12;;neerklapbare zijschotten;N.v.t.;N.v.t.;6;15201;15301;19981109;20220221;Geen verstrekking in Open Data;Nee;;8;N3;;0.02;598;Ja;Nee;Nee;;Niet geregistreerd;NG;Nee;;1998-11-09T00:00:00.000;2022-02-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;930;1030;250;27000;;50000;;2;12100;27000;11799;34960;24000;FM62R B;;;;;;;;;;;;;120;;20220216;2022-02-16T00:00:00.000;;;;;;;;;;;;
